Date référence;Numéro commune;RSA ou PPA;Nom commune;Nombre foyers RSA_PPA;Nombre personnes RSA_PPA
2020-12;57670;RSA seul;THICOURT;0;0
2020-12;57671;RSA seul;THIMONVILLE;0;0
2020-12;57673;RSA seul;THONVILLE;0;0
2020-12;57676;RSA seul;TRAGNY;0;0
2020-12;57678;RSA seul;TRESSANGE;10;20
2020-12;57681;RSA seul;TROMBORN;5;5
2020-12;57686;RSA seul;VAHL LES FAULQUEMONT;0;0
2020-12;57691;RSA seul;;0;0
2020-12;57693;RSA seul;VANTOUX;5;10
2020-12;57696;RSA seul;VARSBERG;0;0
2020-12;57698;RSA seul;VATIMONT;5;5
2020-12;57700;RSA seul;VAUDRECHING;5;25
2020-12;57709;RSA seul;VESCHEIM;5;5
2020-12;57712;RSA seul;VIC SUR SEILLE;15;30
2020-12;57714;RSA seul;HAUTE VIGNEULLES;0;0
2020-12;57718;RSA seul;VILLERS STONCOURT;0;0
2020-12;57724;RSA seul;VITRY SUR ORNE;40;80
2020-12;57734;RSA seul;VOYER;0;0
2020-12;57765;RSA seul;DIESEN;10;25
2020-12;58006;RSA seul;ANLEZY;5;25
2020-12;58093;RSA seul;CUNCY LES VARZY;0;0
2020-12;58095;RSA seul;DECIZE;145;290
2020-12;58098;RSA seul;DIROL;0;0
2020-12;58099;RSA seul;DOMMARTIN;0;0
2020-12;58102;RSA seul;DONZY;40;75
2020-12;58106;RSA seul;DUN LES PLACES;5;5
2020-12;58111;RSA seul;;0;0
2020-12;58130;RSA seul;GRENOIS;0;0
2020-12;58131;RSA seul;GUERIGNY;40;80
2020-12;58133;RSA seul;HERY;0;0
2020-12;58135;RSA seul;;0;0
2020-12;58137;RSA seul;LAMENAY SUR LOIRE;0;0
2020-12;58142;RSA seul;LIMANTON;0;0
2020-12;58157;RSA seul;MARIGNY L EGLISE;0;0
2020-12;58163;RSA seul;;0;0
2020-12;58168;RSA seul;MILLAY;10;20
2020-12;58174;RSA seul;MONTENOISON;5;5
2020-12;58179;RSA seul;MONTREUILLON;5;5
2020-12;58184;RSA seul;;0;0
2020-12;58185;RSA seul;MOUX EN MORVAN;5;5
2020-12;58191;RSA seul;NEUILLY;0;0
2020-12;58192;RSA seul;NEUVILLE LES DECIZE;5;10
2020-12;58196;RSA seul;NOLAY;10;15
2020-12;58199;RSA seul;ONLAY;0;0
2020-12;58201;RSA seul;OUDAN;0;0
2020-12;58206;RSA seul;;0;0
2020-12;58211;RSA seul;POIL;0;0
2020-12;58214;RSA seul;POUGUES LES EAUX;30;55
2020-12;57732;RSA seul;VOLMUNSTER;5;15
2020-12;57743;RSA seul;;0;0
2020-12;57748;RSA seul;WITTRING;5;10
2020-12;58011;RSA seul;ARMES;5;10
2020-12;58012;RSA seul;ARQUIAN;5;10
2020-12;58025;RSA seul;;0;0
2020-12;58026;RSA seul;BEAULIEU;0;0
2020-12;58029;RSA seul;BEUVRON;0;0
2020-12;58035;RSA seul;BONA;5;10
2020-12;58045;RSA seul;LA CELLE SUR NIEVRE;0;0
2020-12;58052;RSA seul;CHAMPALLEMENT;0;0
2020-12;58055;RSA seul;CHAMPVERT;10;20
2020-12;58058;RSA seul;LA CHAPELLE SAINT ANDRE;5;15
2020-12;58085;RSA seul;CORVOL L ORGUEILLEUX;10;20
2020-12;57730;RSA seul;VOLMERANGE LES BOULAY;5;15
2020-12;57731;RSA seul;VOLMERANGE LES MINES;10;20
2020-12;57745;RSA seul;WIESVILLER;5;5
2020-12;57751;RSA seul;WOIPPY;685;1435
2020-12;57755;RSA seul;XOCOURT;5;5
2020-12;58003;RSA seul;ALLIGNY EN MORVAN;5;5
2020-12;58007;RSA seul;ANNAY;5;10
2020-12;58013;RSA seul;;0;0
2020-12;58020;RSA seul;;0;0
2020-12;58033;RSA seul;BITRY;5;10
2020-12;58037;RSA seul;BRASSY;5;10
2020-12;58038;RSA seul;BREUGNON;0;0
2020-12;58061;RSA seul;CHASNAY;5;5
2020-12;58071;RSA seul;CHEVANNES CHANGY;0;0
2020-12;58076;RSA seul;;0;0
2020-12;58077;RSA seul;CIEZ;5;10
2020-12;58084;RSA seul;CORVOL D EMBERNARD;5;5
2020-12;52523;RSA seul;;0;0
2020-12;52524;RSA seul;VIGNORY;5;5
2020-12;52528;RSA seul;VILLE EN BLAISOIS;0;0
2020-12;52529;RSA seul;VILLEGUSIEN LE LAC;10;20
2020-12;52535;RSA seul;VILLIERS LE SEC;5;15
2020-12;52542;RSA seul;;0;0
2020-12;52546;RSA seul;VONCOURT;0;0
2020-12;52549;RSA seul;VRONCOURT LA COTE;5;5
2020-12;53001;RSA seul;AHUILLE;5;10
2020-12;53007;RSA seul;ARGENTRE;20;40
2020-12;53016;RSA seul;BAIS;15;20
2020-12;53027;RSA seul;BEAUMONT PIED DE BOEUF;0;0
2020-12;53028;RSA seul;BELGEARD;0;0
2020-12;53036;RSA seul;BOUERE;5;30
2020-12;53038;RSA seul;;0;0
2020-12;53040;RSA seul;BOURGON;5;15
2020-12;53041;RSA seul;BRAINS SUR LES MARCHES;5;10
2020-12;53042;RSA seul;BRECE;5;20
2020-12;53043;RSA seul;BREE;5;5
2020-12;53046;RSA seul;LE BURET;0;0
2020-12;53047;RSA seul;;0;0
2020-12;53049;RSA seul;CHALONS DU MAINE;0;0
2020-12;53062;RSA seul;CHATEAU GONTIER SUR MAYENNE;200;410
2020-12;53068;RSA seul;;0;0
2020-12;53074;RSA seul;CONTEST;0;0
2020-12;53075;RSA seul;;0;0
2020-12;53076;RSA seul;COSSE EN CHAMPAGNE;0;0
2020-12;53083;RSA seul;COURCITE;10;15
2020-12;53090;RSA seul;DENAZE;0;0
2020-12;53091;RSA seul;DESERTINES;5;10
2020-12;53093;RSA seul;LA DOREE;0;0
2020-12;53094;RSA seul;ENTRAMMES;5;10
2020-12;53096;RSA seul;ERNEE;75;130
2020-12;53100;RSA seul;FOUGEROLLES DU PLESSIS;15;25
2020-12;53106;RSA seul;GESVRES;10;20
2020-12;53108;RSA seul;LA GRAVELLE;10;20
2020-12;53114;RSA seul;HARDANGES;0;0
2020-12;53116;RSA seul;LE HORPS;5;5
2020-12;53119;RSA seul;L'HUISSERIE;25;70
2020-12;53140;RSA seul;LOUVERNE;20;40
2020-12;53142;RSA seul;MADRE;0;0
2020-12;53158;RSA seul;MONTJEAN;5;15
2020-12;53202;RSA seul;SAINT BERTHEVIN LA TANNIERE;0;0
2020-12;53209;RSA seul;;0;0
2020-12;53212;RSA seul;SAINT DENIS DU MAINE;5;5
2020-12;53222;RSA seul;SAINT GERMAIN D ANXURE;0;0
2020-12;53223;RSA seul;SAINT GERMAIN DE COULAMER;5;10
2020-12;53228;RSA seul;BLANDOUET SAINT JEAN;5;5
2020-12;53229;RSA seul;SAINT JEAN SUR MAYENNE;5;10
2020-12;86013;RSA seul;AULNAY;0;0
2020-12;86022;RSA seul;BERRIE;5;5
2020-12;86028;RSA seul;BIGNOUX;5;10
2020-12;86029;RSA seul;BLANZAY;10;25
2020-12;86036;RSA seul;BOURNAND;5;10
2020-12;86038;RSA seul;BRION;0;0
2020-12;86045;RSA seul;CELLE LEVESCAULT;10;30
2020-12;86055;RSA seul;LA CHAPELLE BATON;0;0
2020-12;86061;RSA seul;CHARROUX;15;30
2020-12;86062;RSA seul;CHASSENEUIL DU POITOU;60;100
2020-12;86079;RSA seul;LA ROCHE RIGAULT;5;5
2020-12;86081;RSA seul;COLOMBIERS;15;40
2020-12;86100;RSA seul;FONTAINE LE COMTE;25;45
2020-12;86102;RSA seul;FROZES;0;0
2020-12;86112;RSA seul;L'ISLE JOURDAIN;25;50
2020-12;86113;RSA seul;ITEUIL;35;55
2020-12;86144;RSA seul;MAISONNEUVE;5;5
2020-12;86157;RSA seul;MIGNALOUX BEAUVOIR;35;75
2020-12;86163;RSA seul;MONTAMISE;30;65
2020-12;86167;RSA seul;MONTS SUR GUESNES;25;55
2020-12;86239;RSA seul;SAINTE RADEGONDE;0;0
2020-12;86241;RSA seul;SAINT REMY SUR CREUSE;5;15
2020-12;86246;RSA seul;SAINT SAVIN;35;60
2020-12;86252;RSA seul;SAMMARCOLLES;5;5
2020-12;86260;RSA seul;SERIGNY;5;5
2020-12;88065;RSA seul;BONVILLET;0;0
2020-12;88084;RSA seul;CHAMAGNE;0;0
2020-12;88095;RSA seul;CHATENOIS;50;110
2020-12;88099;RSA seul;CHAVELOT;20;40
2020-12;88103;RSA seul;CIRCOURT;0;0
2020-12;88126;RSA seul;DARNIEULLES;20;35
2020-12;88128;RSA seul;DENIPAIRE;5;5
2020-12;88138;RSA seul;;0;0
2020-12;88140;RSA seul;DOMBROT LE SEC;0;0
2020-12;88148;RSA seul;DOMMARTIN LES REMIREMONT;10;15
2020-12;88158;RSA seul;ELOYES;80;160
2020-12;88159;RSA seul;ENTRE DEUX EAUX;0;0
2020-12;88162;RSA seul;;0;0
2020-12;95430;RSA seul;MONTSOULT;30;55
2020-12;95680;RSA seul;VILLIERS LE BEL;1400;3260
2020-12;97204;RSA seul;LE CARBET;180;305
2020-12;97209;RSA seul;FORT DE FRANCE;7985;13830
2020-12;97210;RSA seul;LE FRANCOIS;1575;2635
2020-12;97211;RSA seul;GRAND RIVIERE;40;65
2020-12;97213;RSA seul;LE LAMENTIN;2960;5225
2020-12;97214;RSA seul;LE LORRAIN;685;1250
2020-12;97215;RSA seul;MACOUBA;85;140
2020-12;97217;RSA seul;LE MARIN;780;1330
2020-12;97218;RSA seul;LE MORNE ROUGE;320;585
2020-12;97223;RSA seul;SAINT ESPRIT;750;1320
2020-12;97224;RSA seul;SAINT JOSEPH;1225;2115
2020-12;97227;RSA seul;SAINTE LUCE;660;1110
2020-12;97228;RSA seul;SAINTE MARIE;1780;3035
2020-12;97229;RSA seul;SCHOELCHER;1120;1800
2020-12;97230;RSA seul;LA TRINITE;1140;2065
2020-12;97232;RSA seul;LE VAUCLIN;900;1555
2020-12;97234;RSA seul;BELLEFONTAINE;110;205
2020-12;97301;RSA seul;REGINA;80;240
2020-12;97310;RSA seul;ROURA;195;530
2020-12;97313;RSA seul;MONTSINERY TONNEGRANDE;175;465
2020-12;97413;RSA seul;SAINT LEU;3715;7585
2020-12;97417;RSA seul;SAINT PHILIPPE;545;1190
2020-12;97613;RSA seul;M TSANGAMOUJI;235;705
2020-12;99XXX;RSA seul;;110;205
2020-12;91587;RSA seul;SAULX LES CHARTREUX;85;175
2020-12;91589;RSA seul;SAVIGNY SUR ORGE;735;1480
2020-12;91639;RSA seul;VAYRES SUR ESSONNE;5;5
2020-12;91648;RSA seul;VERT LE GRAND;15;20
2020-12;91654;RSA seul;VIDELLES;5;10
2020-12;91662;RSA seul;VILLECONIN;5;10
2020-12;91665;RSA seul;LA VILLE DU BOIS;140;295
2020-12;91679;RSA seul;VILLIERS LE BACLE;5;5
2020-12;91687;RSA seul;VIRY CHATILLON;785;1670
2020-12;92019;RSA seul;CHATENAY MALABRY;595;1050
2020-12;92020;RSA seul;CHATILLON;565;995
2020-12;92033;RSA seul;GARCHES;180;275
2020-12;92050;RSA seul;NANTERRE;3450;6370
2020-12;92051;RSA seul;NEUILLY SUR SEINE;655;930
2020-12;92078;RSA seul;VILLENEUVE LA GARENNE;890;1790
2020-12;93008;RSA seul;BOBIGNY;3120;6575
2020-12;93066;RSA seul;SAINT DENIS;6635;13130
2020-12;94011;RSA seul;BONNEUIL SUR MARNE;645;1305
2020-12;94019;RSA seul;CHENNEVIERES SUR MARNE;545;995
2020-12;93027;RSA seul;LA COURNEUVE;2550;5230
2020-12;93048;RSA seul;MONTREUIL;5590;10295
2020-12;93064;RSA seul;ROSNY SOUS BOIS;1945;3845
2020-12;93070;RSA seul;SAINT OUEN SUR SEINE;2450;4395
2020-12;94004;RSA seul;BOISSY SAINT LEGER;600;1145
2020-12;95580;RSA seul;SAINT WITZ;10;20
2020-12;95594;RSA seul;SEUGY;10;10
2020-12;97117;RSA seul;LE MOULE;2310;4290
2020-12;97129;RSA seul;SAINTE ROSE;1755;3265
2020-12;97308;RSA seul;SAINT GEORGES;710;2400
2020-12;97360;RSA seul;APATOU;530;2030
2020-12;97404;RSA seul;L'ETANG SALE;1010;2010
2020-12;97408;RSA seul;LA POSSESSION;2430;5810
2020-12;97410;RSA seul;SAINT BENOIT;5150;12620
2020-12;97418;RSA seul;SAINTE MARIE;2815;6600
2020-12;974XX;RSA seul;;45;140
2020-12;97608;RSA seul;DZAOUDZI;395;1155
2020-12;97617;RSA seul;TSINGONI;220;665
2020-12;97801;RSA seul;SAINT-MARTIN;2065;4700
2020-12;99999;RSA seul;;0;0
2020-12;95313;RSA seul;L'ISLE ADAM;150;305
2020-12;95341;RSA seul;LIVILLIERS;0;0
2020-12;95355;RSA seul;MAGNY EN VEXIN;105;215
2020-12;95492;RSA seul;;0;0
2020-12;95523;RSA seul;LA ROCHE GUYON;5;5
2020-12;95572;RSA seul;SAINT OUEN L AUMONE;695;1380
2020-12;95574;RSA seul;SAINT PRIX;90;145
2020-12;94042;RSA seul;JOINVILLE LE PONT;420;675
2020-12;94048;RSA seul;MAROLLES EN BRIE;45;80
2020-12;94054;RSA seul;ORLY;970;1980
2020-12;94068;RSA seul;SAINT MAUR DES FOSSES;1315;2135
2020-12;94077;RSA seul;VILLENEUVE LE ROI;665;1305
2020-12;95055;RSA seul;BELLEFONTAINE;5;5
2020-12;95063;RSA seul;BEZONS;980;2010
2020-12;95094;RSA seul;BOUQUEVAL;0;0
2020-12;95102;RSA seul;BREANCON;5;10
2020-12;95110;RSA seul;BRIGNANCOURT;5;5
2020-12;95116;RSA seul;BRUYERES SUR OISE;65;120
2020-12;95120;RSA seul;BUTRY SUR OISE;30;55
2020-12;95142;RSA seul;CHARS;20;40
2020-12;95154;RSA seul;CHENNEVIERES LES LOUVRES;5;5
2020-12;95169;RSA seul;COMMENY;5;10
2020-12;95177;RSA seul;CORMEILLES EN VEXIN;10;25
2020-12;95199;RSA seul;DOMONT;250;495
2020-12;95203;RSA seul;EAUBONNE;405;785
2020-12;95211;RSA seul;ENNERY;10;15
2020-12;95229;RSA seul;EZANVILLE;195;370
2020-12;95253;RSA seul;FREMAINVILLE;5;10
2020-12;95257;RSA seul;LA FRETTE SUR SEINE;50;80
2020-12;95258;RSA seul;FROUVILLE;5;10
2020-12;95277;RSA seul;GONESSE;940;1885
2020-12;95280;RSA seul;GOUSSAINVILLE;1255;2720
2020-12;95301;RSA seul;HAUTE ISLE;5;10
2020-12;95303;RSA seul;LE HEAULME;0;0
2020-12;95353;RSA seul;MAFFLIERS;25;45
2020-12;95371;RSA seul;MARLY LA VILLE;65;135
2020-12;95445;RSA seul;NERVILLE LA FORET;15;30
2020-12;95504;RSA seul;PRESLES;25;35
2020-12;95510;RSA seul;PUISEUX PONTOISE;10;10
2020-12;95585;RSA seul;SARCELLES;2960;6475
2020-12;95652;RSA seul;VIARMES;65;115
2020-12;95682;RSA seul;;0;0
2020-12;95387;RSA seul;;0;0
2020-12;95392;RSA seul;MERIEL;45;115
2020-12;95395;RSA seul;LE MESNIL AUBRY;15;30
2020-12;95436;RSA seul;MOURS;10;15
2020-12;95459;RSA seul;NUCOURT;5;5
2020-12;95480;RSA seul;PARMAIN;55;90
2020-12;95529;RSA seul;RONQUEROLLES;10;15
2020-12;95539;RSA seul;SAINT BRICE SOUS FORET;305;640
2020-12;95607;RSA seul;TAVERNY;480;955
2020-12;95628;RSA seul;VALMONDOIS;10;15
2020-12;95675;RSA seul;VILLERON;25;50
2020-12;95690;RSA seul;WY DIT JOLI VILLAGE;5;5
2020-12;97107;RSA seul;CAPESTERRE BELLE EAU;2095;3940
2020-12;97130;RSA seul;TERRE DE BAS;65;95
2020-12;97401;RSA seul;LES AVIRONS;760;1510
2020-12;97606;RSA seul;CHIRONGUI;210;555
2020-12;85208;RSA seul;SAINT DENIS LA CHEVASSE;10;20
2020-12;85209;RSA seul;SAINT ETIENNE DE BRILLOUET;5;5
2020-12;85210;RSA seul;SAINT ETIENNE DU BOIS;20;30
2020-12;85246;RSA seul;SAINT MARTIN DES NOYERS;5;10
2020-12;85250;RSA seul;SAINT MATHURIN;5;10
2020-12;85252;RSA seul;SAINT MAURICE LE GIRARD;0;0
2020-12;85280;RSA seul;SALLERTAINE;15;25
2020-12;85301;RSA seul;VENDRENNES;10;15
2020-12;85304;RSA seul;VOUILLE LES MARAIS;10;15
2020-12;85305;RSA seul;VOUVANT;5;5
2020-12;87177;RSA seul;SAINT PRIEST SOUS AIXE;15;30
2020-12;87187;RSA seul;SAINT YRIEIX LA PERCHE;85;145
2020-12;88005;RSA seul;ALLARMONT;5;10
2020-12;88031;RSA seul;;0;0
2020-12;88037;RSA seul;BASSE SUR LE RUPT;5;5
2020-12;85169;RSA seul;PALLUAU;10;20
2020-12;85175;RSA seul;LES PINEAUX;5;10
2020-12;85177;RSA seul;LES VELLUIRE SUR VENDEE;15;40
2020-12;85197;RSA seul;MONTREVERD;10;15
2020-12;85198;RSA seul;SAINT AUBIN DES ORMEAUX;0;0
2020-12;85200;RSA seul;SAINT AVAUGOURD DES LANDES;10;10
2020-12;85206;RSA seul;SAINT CYR EN TALMONDAIS;0;0
2020-12;85211;RSA seul;SAINTE FLAIVE DES LOUPS;15;20
2020-12;85213;RSA seul;RIVES DE L YON;25;55
2020-12;85216;RSA seul;SAINTE GEMME LA PLAINE;10;15
2020-12;85232;RSA seul;SAINT HILAIRE LE VOUHIS;15;25
2020-12;85233;RSA seul;SAINT JEAN DE BEUGNE;5;15
2020-12;85234;RSA seul;SAINT JEAN DE MONTS;140;250
2020-12;85235;RSA seul;SAINT JUIRE CHAMPGILLON;5;5
2020-12;85245;RSA seul;SAINT MARTIN DES FONTAINES;0;0
2020-12;85255;RSA seul;SAINT MICHEL EN L HERM;25;40
2020-12;85259;RSA seul;SAINT PAUL EN PAREDS;0;0
2020-12;85269;RSA seul;SAINT SIGISMOND;0;0
2020-12;85274;RSA seul;SAINT VALERIEN;5;5
2020-12;85278;RSA seul;SAINT VINCENT SUR JARD;10;10
2020-12;85284;RSA seul;SOULLANS;20;30
2020-12;85288;RSA seul;TALMONT SAINT HILAIRE;65;100
2020-12;85294;RSA seul;LA TRANCHE SUR MER;50;70
2020-12;85296;RSA seul;TREIZE VENTS;10;15
2020-12;86004;RSA seul;ANGLES SUR L ANGLIN;10;15
2020-12;86007;RSA seul;ANTRAN;5;10
2020-12;88245;RSA seul;HURBACHE;0;0
2020-12;88251;RSA seul;JEANMENIL;15;25
2020-12;88255;RSA seul;;0;0
2020-12;88261;RSA seul;LAVAL SUR VOLOGNE;5;15
2020-12;88262;RSA seul;LAVELINE DEVANT BRUYERES;15;35
2020-12;88265;RSA seul;;0;0
2020-12;88275;RSA seul;LUBINE;0;0
2020-12;88284;RSA seul;MANDRAY;10;15
2020-12;88304;RSA seul;MIRECOURT;185;380
2020-12;88305;RSA seul;MONCEL SUR VAIR;0;0
2020-12;88307;RSA seul;MONT LES LAMARCHE;0;0
2020-12;88310;RSA seul;MONTHUREUX SUR SAONE;15;35
2020-12;88254;RSA seul;JORXEY;0;0
2020-12;88260;RSA seul;LANGLEY;0;0
2020-12;88267;RSA seul;LERRAIN;10;30
2020-12;88281;RSA seul;MADONNE ET LAMEREY;0;0
2020-12;88291;RSA seul;MARTINVELLE;0;0
2020-12;88293;RSA seul;MAXEY SUR MEUSE;5;10
2020-12;88296;RSA seul;;0;0
2020-12;88297;RSA seul;;0;0
2020-12;88300;RSA seul;;0;0
2020-12;88315;RSA seul;MORTAGNE;0;0
2020-12;88183;RSA seul;FREBECOURT;0;0
2020-12;88197;RSA seul;GERBAMONT;0;0
2020-12;88210;RSA seul;GORHEY;0;0
2020-12;88214;RSA seul;;0;0
2020-12;88226;RSA seul;HAGECOURT;0;0
2020-12;88228;RSA seul;HAILLAINVILLE;0;0
2020-12;88243;RSA seul;HOUSSERAS;5;10
2020-12;88246;RSA seul;HYMONT;0;0
2020-12;88252;RSA seul;JESONVILLE;0;0
2020-12;88272;RSA seul;LIRONCOURT;5;5
2020-12;88278;RSA seul;;0;0
2020-12;88187;RSA seul;;0;0
2020-12;88188;RSA seul;FRESSE SUR MOSELLE;30;45
2020-12;88189;RSA seul;;0;0
2020-12;88202;RSA seul;GIRCOURT LES VIEVILLE;0;0
2020-12;88203;RSA seul;GIRECOURT SUR DURBION;5;5
2020-12;88208;RSA seul;GODONCOURT;5;5
2020-12;88209;RSA seul;GOLBEY;295;575
2020-12;88212;RSA seul;GRAND;10;25
2020-12;88223;RSA seul;GUGNEY AUX AULX;5;10
2020-12;88224;RSA seul;HADIGNY LES VERRIERES;5;10
2020-12;88227;RSA seul;;0;0
2020-12;88230;RSA seul;HARDANCOURT;0;0
2020-12;88237;RSA seul;HENNECOURT;5;10
2020-12;88308;RSA seul;MONT LES NEUFCHATEAU;0;0
2020-12;88309;RSA seul;MONTHUREUX LE SEC;0;0
2020-12;88290;RSA seul;MARTIGNY LES GERBONVAUX;0;0
2020-12;88321;RSA seul;NEUFCHATEAU;240;450
2020-12;88367;RSA seul;RAMBERVILLERS;300;665
2020-12;88369;RSA seul;RAMONCHAMP;25;40
2020-12;89075;RSA seul;CHAMPLAY;5;15
2020-12;89100;RSA seul;CHEROY;20;45
2020-12;89123;RSA seul;COURGIS;5;5
2020-12;89149;RSA seul;;0;0
2020-12;89172;RSA seul;FONTAINE LA GAILLARDE;5;5
2020-12;89232;RSA seul;LUCY LE BOIS;5;10
2020-12;89236;RSA seul;MAILLOT;5;15
2020-12;89253;RSA seul;MERRY SUR YONNE;0;0
2020-12;89271;RSA seul;;0;0
2020-12;89298;RSA seul;PIFFONDS;5;20
2020-12;86010;RSA seul;ASLONNES;5;15
2020-12;86026;RSA seul;BEUXES;5;10
2020-12;86031;RSA seul;BONNES;10;15
2020-12;86039;RSA seul;BRUX;10;20
2020-12;86050;RSA seul;CHALANDRAY;10;20
2020-12;86073;RSA seul;CHERVES;5;5
2020-12;86094;RSA seul;DIENNE;5;5
2020-12;86097;RSA seul;LA FERRIERE AIROUX;5;5
2020-12;86139;RSA seul;LUSIGNAN;40;70
2020-12;86143;RSA seul;MAIRE;5;5
2020-12;86294;RSA seul;VOUILLE;35;100
2020-12;86296;RSA seul;VOULON;5;5
2020-12;87001;RSA seul;AIXE SUR VIENNE;95;220
2020-12;87004;RSA seul;AUGNE;5;5
2020-12;87006;RSA seul;AZAT LE RIS;5;10
2020-12;87007;RSA seul;BALLEDENT;0;0
2020-12;87008;RSA seul;LA BAZEUGE;0;0
2020-12;87011;RSA seul;BELLAC;120;260
2020-12;87016;RSA seul;LES BILLANGES;5;5
2020-12;87018;RSA seul;BLOND;5;10
2020-12;87019;RSA seul;BOISSEUIL;25;55
2020-12;87020;RSA seul;BONNAC LA COTE;5;10
2020-12;87027;RSA seul;BUSSIERE GALANT;10;15
2020-12;87036;RSA seul;CHAMPSAC;5;10
2020-12;87041;RSA seul;CHATEAUPONSAC;30;65
2020-12;87045;RSA seul;CIEUX;15;25
2020-12;87046;RSA seul;COGNAC LA FORET;15;45
2020-12;87051;RSA seul;LA CROISILLE SUR BRIANCE;15;35
2020-12;87052;RSA seul;LA CROIX SUR GARTEMPE;0;0
2020-12;87058;RSA seul;;0;0
2020-12;87059;RSA seul;LE DORAT;35;80
2020-12;87063;RSA seul;EYJEAUX;5;10
2020-12;87065;RSA seul;FEYTIAT;55;110
2020-12;87068;RSA seul;FROMENTAL;5;10
2020-12;87069;RSA seul;;0;0
2020-12;87070;RSA seul;LA GENEYTOUSE;5;5
2020-12;87071;RSA seul;GLANDON;5;15
2020-12;87072;RSA seul;GLANGES;0;0
2020-12;87073;RSA seul;GORRE;5;10
2020-12;87074;RSA seul;LES GRANDS CHEZEAUX;5;5
2020-12;87075;RSA seul;ISLE;130;305
2020-12;87077;RSA seul;JANAILHAC;0;0
2020-12;87079;RSA seul;LA JONCHERE SAINT MAURICE;10;25
2020-12;87081;RSA seul;JOURGNAC;0;0
2020-12;87082;RSA seul;LADIGNAC LE LONG;30;60
2020-12;87084;RSA seul;;0;0
2020-12;87085;RSA seul;LIMOGES;4450;9485
2020-12;87088;RSA seul;MAGNAC BOURG;10;20
2020-12;87090;RSA seul;MAILHAC SUR BENAIZE;5;15
2020-12;87093;RSA seul;MASLEON;0;0
2020-12;87095;RSA seul;MEUZAC;5;5
2020-12;87097;RSA seul;VAL D ISSOIRE;25;55
2020-12;87101;RSA seul;MORTEMART;5;10
2020-12;87104;RSA seul;NEDDE;5;10
2020-12;87106;RSA seul;NEXON;35;65
2020-12;87109;RSA seul;ORADOUR SAINT GENEST;0;0
2020-12;87110;RSA seul;ORADOUR SUR GLANE;35;90
2020-12;87114;RSA seul;PANAZOL;110;225
2020-12;87121;RSA seul;RANCON;5;10
2020-12;88334;RSA seul;OELLEVILLE;5;10
2020-12;88341;RSA seul;PAIR ET GRANDRUPT;5;5
2020-12;88353;RSA seul;PONT LES BONFAYS;5;15
2020-12;88360;RSA seul;PROVENCHERES LES DARNEY;5;10
2020-12;88393;RSA seul;ROLLAINVILLE;5;5
2020-12;88430;RSA seul;SAINT OUEN LES PAREY;10;30
2020-12;88437;RSA seul;SAINT VALLIER;0;0
2020-12;88452;RSA seul;SENONGES;0;0
2020-12;88458;RSA seul;SOCOURT;0;0
2020-12;88460;RSA seul;SOULOSSE SOUS SAINT ELOPHE;5;15
2020-12;88514;RSA seul;VIOCOURT;0;0
2020-12;88521;RSA seul;VOMECOURT;0;0
2020-12;88532;RSA seul;ZINCOURT;0;0
2020-12;89014;RSA seul;ARCES DILO;10;20
2020-12;89032;RSA seul;;0;0
2020-12;89040;RSA seul;BESSY SUR CURE;5;10
2020-12;89041;RSA seul;;0;0
2020-12;89050;RSA seul;BONNARD;5;5
2020-12;89069;RSA seul;CHAILLEY;0;0
2020-12;89071;RSA seul;CHAMOUX;0;0
2020-12;89072;RSA seul;CHAMPCEVRAIS;0;0
2020-12;89085;RSA seul;CHARMOY;15;30
2020-12;89095;RSA seul;CHEMILLY SUR SEREIN;0;0
2020-12;89180;RSA seul;;0;0
2020-12;89182;RSA seul;FOURONNES;5;5
2020-12;89184;RSA seul;;0;0
2020-12;89226;RSA seul;;0;0
2020-12;89230;RSA seul;LOOZE;5;10
2020-12;89240;RSA seul;MALAY LE PETIT;5;10
2020-12;89272;RSA seul;MOULINS SUR OUANNE;5;5
2020-12;89291;RSA seul;PASSY;0;0
2020-12;87139;RSA seul;SAINT BONNET DE BELLAC;10;30
2020-12;87142;RSA seul;SAINT DENIS DES MURS;5;5
2020-12;87153;RSA seul;SAINT JULIEN LE PETIT;0;0
2020-12;87156;RSA seul;SAINT JUST LE MARTEL;15;25
2020-12;88044;RSA seul;BAZOILLES SUR MEUSE;5;10
2020-12;88045;RSA seul;;0;0
2020-12;88050;RSA seul;BELMONT SUR BUTTANT;5;10
2020-12;87157;RSA seul;SAINT LAURENT LES EGLISES;10;10
2020-12;87168;RSA seul;SAINT MATHIEU;20;35
2020-12;87178;RSA seul;SAINT PRIEST TAURION;30;60
2020-12;87199;RSA seul;VAYRES;10;15
2020-12;87200;RSA seul;VERNEUIL MOUSTIERS;0;0
2020-12;88003;RSA seul;;0;0
2020-12;88008;RSA seul;ANGLEMONT;5;5
2020-12;88016;RSA seul;ATTIGNY;5;5
2020-12;88030;RSA seul;BAINVILLE AUX SAULES;0;0
2020-12;87134;RSA seul;SAINTE ANNE SAINT PRIEST;5;5
2020-12;87135;RSA seul;SAINT AUVENT;10;15
2020-12;87162;RSA seul;SAINTE MARIE DE VAUX;0;0
2020-12;87164;RSA seul;SAINT MARTIN DE JUSSAC;10;10
2020-12;87170;RSA seul;SAINT MEARD;5;5
2020-12;87192;RSA seul;SOLIGNAC;15;25
